Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Planned,Executable,Rejected,UsedShortPassage,FailedShortPassage,SafeReroute,Length,RememberedCells
No memory,20,3,2,"(5, 8)","(44, 8)",17,True,False,False,True,True,False,39.828,0
No memory,20,3,3,"(5, 8)","(44, 8)",17,True,False,False,True,True,False,39.828,0
No memory,20,4,1,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
No memory,20,4,2,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
No memory,20,4,3,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
No memory,20,5,1,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,20,5,2,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,20,5,3,"(5, 8)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,21,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,21,1,2,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,21,1,3,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,21,2,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,2,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,2,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,3,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,3,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,3,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
No memory,21,4,1,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,21,4,2,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,21,4,3,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,21,5,1,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
No memory,21,5,2,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
No memory,21,5,3,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
No memory,22,1,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,22,1,2,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,22,1,3,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,22,2,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,22,2,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,22,2,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,22,3,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,22,3,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,22,3,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,22,4,1,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,22,4,2,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,22,4,3,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,22,5,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
No memory,22,5,2,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
No memory,22,5,3,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
No memory,23,1,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,23,1,2,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,23,1,3,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
No memory,23,2,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,23,2,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,23,2,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,23,3,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,23,3,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,23,3,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,23,4,1,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,23,4,2,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,23,4,3,"(5, 9)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,23,5,1,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
No memory,23,5,2,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
No memory,23,5,3,"(5, 7)","(44, 6)",15,True,False,False,True,True,False,39.414,0
No memory,24,1,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,24,1,2,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,24,1,3,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,24,2,1,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
No memory,24,2,2,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
No memory,24,2,3,"(5, 8)","(44, 9)",15,True,False,False,True,True,False,40.243,0
No memory,24,3,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,24,3,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,24,3,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,24,4,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,24,4,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,24,4,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,24,5,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,24,5,2,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,24,5,3,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,25,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,25,1,2,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,25,1,3,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,25,2,1,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,25,2,2,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,25,2,3,"(5, 7)","(44, 7)",16,True,False,False,True,True,False,39.0,0
No memory,25,3,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,25,3,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,25,3,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,25,4,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,25,4,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,25,4,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,25,5,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,25,5,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,25,5,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
No memory,26,1,1,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
No memory,26,1,2,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
No memory,26,1,3,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
No memory,26,2,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,26,2,2,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,26,2,3,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
No memory,26,3,1,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
No memory,26,3,2,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
No memory,26,3,3,"(5, 6)","(44, 6)",17,True,False,False,True,True,False,39.828,0
No memory,26,4,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,26,4,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,26,4,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
No memory,26,5,1,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,26,5,2,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,26,5,3,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
No memory,27,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
No memory,27,1,2,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
No memory,27,1,3,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
No memory,27,2,1,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,27,2,2,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,27,2,3,"(5, 8)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,27,3,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,27,3,2,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,27,3,3,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
No memory,27,4,1,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
No memory,27,4,2,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
No memory,27,4,3,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
No memory,27,5,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
No memory,27,5,2,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
No memory,27,5,3,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
No memory,28,1,1,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
No memory,28,1,2,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
No memory,28,1,3,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
No memory,28,2,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,28,2,2,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,28,2,3,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
No memory,28,3,1,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
No memory,28,3,2,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
No memory,28,3,3,"(5, 8)","(44, 6)",16,True,False,False,True,True,False,39.828,0
No memory,28,4,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,28,4,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,28,4,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
No memory,28,5,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
No memory,28,5,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
No memory,28,5,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
No memory,29,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,29,1,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,29,1,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
No memory,29,2,1,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
No memory,29,2,2,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
No memory,29,2,3,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
No memory,29,3,1,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,29,3,2,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,29,3,3,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
No memory,29,4,1,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,29,4,2,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,29,4,3,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
No memory,29,5,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,29,5,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
No memory,29,5,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,0,1,1,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,1,2,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,1,3,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,2,1,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,0,2,2,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,0,2,3,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,0,3,1,"(5, 8)","(44, 7)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,0,3,2,"(5, 8)","(44, 7)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,0,3,3,"(5, 8)","(44, 7)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,0,4,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,4,2,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,4,3,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,0,5,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,0,5,2,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,0,5,3,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,1,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,1,1,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,1,1,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,1,2,1,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,1,2,2,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,1,2,3,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,1,3,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,1,3,2,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,1,3,3,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,1,4,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,1,4,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,1,4,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,1,5,1,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,1,5,2,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,1,5,3,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,2,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,2,1,2,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,2,1,3,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,2,2,1,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,2,2,2,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,2,2,3,"(5, 7)","(44, 9)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,2,3,1,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,3,2,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,3,3,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,4,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,4,2,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,4,3,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,2,5,1,"(5, 5)","(44, 9)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,2,5,2,"(5, 5)","(44, 9)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,2,5,3,"(5, 5)","(44, 9)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,3,1,1,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,3,1,2,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,3,1,3,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,3,2,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,3,2,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,3,2,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,3,3,1,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,3,3,2,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,3,3,3,"(5, 7)","(44, 6)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,3,4,1,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,3,4,2,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,3,4,3,"(5, 7)","(44, 5)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,3,5,1,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,3,5,2,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,3,5,3,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,4,1,1,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,4,1,2,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,4,1,3,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,4,2,1,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,4,2,2,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,4,2,3,"(5, 5)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,4,3,1,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,4,3,2,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,4,3,3,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,4,4,1,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,4,4,2,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,4,4,3,"(5, 7)","(44, 9)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,4,5,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,4,5,2,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,4,5,3,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,5,1,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,1,2,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,1,3,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,2,1,"(5, 9)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,5,2,2,"(5, 9)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,5,2,3,"(5, 9)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,5,3,1,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,3,2,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,3,3,"(5, 8)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,5,4,1,"(5, 8)","(44, 7)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,5,4,2,"(5, 8)","(44, 7)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,5,4,3,"(5, 8)","(44, 7)",17,True,False,False,True,True,False,39.414,0
Geometry risk only,5,5,1,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,5,5,2,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,5,5,3,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,6,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,1,2,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,1,3,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,2,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,6,2,2,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,6,2,3,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,6,3,1,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,6,3,2,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,6,3,3,"(5, 5)","(44, 5)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,6,4,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,4,2,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,4,3,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,6,5,1,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,6,5,2,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,6,5,3,"(5, 5)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,7,1,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,7,1,2,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,7,1,3,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,7,2,1,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,7,2,2,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,7,2,3,"(5, 9)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,7,3,1,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,7,3,2,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,7,3,3,"(5, 9)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,7,4,1,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,7,4,2,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,7,4,3,"(5, 7)","(44, 8)",16,True,False,False,True,True,False,39.414,0
Geometry risk only,7,5,1,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,7,5,2,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,7,5,3,"(5, 7)","(44, 5)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,8,1,1,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,8,1,2,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,8,1,3,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry risk only,8,2,1,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,8,2,2,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,8,2,3,"(5, 9)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Geometry risk only,8,3,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,8,3,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,8,3,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,8,4,1,"(5, 7)","(44, 5)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,8,4,2,"(5, 7)","(44, 5)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,8,4,3,"(5, 7)","(44, 5)",17,True,False,False,True,True,False,39.828,0
Geometry risk only,8,5,1,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,8,5,2,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,8,5,3,"(5, 6)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,9,1,1,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,9,1,2,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,9,1,3,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,9,2,1,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,2,2,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,2,3,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,3,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,3,2,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,3,3,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,9,4,1,"(5, 9)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,9,4,2,"(5, 9)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,9,4,3,"(5, 9)","(44, 9)",17,True,False,False,True,True,False,40.657,0
Geometry risk only,9,5,1,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,9,5,2,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,9,5,3,"(5, 5)","(44, 5)",15,True,False,False,True,True,False,40.657,0
Geometry risk only,10,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,10,1,2,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
